CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
High,France,Female,46-60,New,Low_Bal,One,Yes,Yes,High,0
Medium,Spain,Male,30-45,New,Zero_Bal,Multiple,Yes,No,High,0
Medium,France,Male,46-60,New,High_Bal,One,No,No,Mid,0
Medium,France,Male,46-60,Mid-Term,High_Bal,One,Yes,Yes,Mid,0
Low,Germany,Female,46-60,Long-Term,High_Bal,One,Yes,No,Low,1
Medium,Germany,Male,30-45,Long-Term,Low_Bal,Multiple,Yes,No,Low,0
Low,France,Female,<30,New,High_Bal,One,Yes,Yes,Mid,0
Medium,Spain,Female,30-45,Mid-Term,Zero_Bal,Multiple,Yes,No,Low,0
High,France,Female,<30,Mid-Term,Zero_Bal,Multiple,No,No,Low,0
Medium,Germany,Male,30-45,Mid-Term,Low_Bal,One,Yes,No,Mid,0
High,France,Female,30-45,New,Low_Bal,One,Yes,Yes,Low,0
Medium,France,Female,30-45,Long-Term,High_Bal,One,Yes,No,Low,0
Low,Spain,Female,46-60,New,Zero_Bal,Multiple,Yes,Yes,Mid,0
Low,France,Female,<30,Long-Term,Low_Bal,One,Yes,No,Low,0
High,Spain,Male,<30,New,Zero_Bal,Multiple,Yes,Yes,Low,0
Medium,France,Male,30-45,Mid-Term,High_Bal,One,Yes,No,Mid,1
Medium,France,Male,30-45,Long-Term,Zero_Bal,One,Yes,Yes,Mid,0
High,Spain,Male,30-45,Long-Term,Zero_Bal,Multiple,Yes,Yes,High,0
Low,France,Male,30-45,Mid-Term,Zero_Bal,Multiple,No,No,Mid,0
Low,France,Female,30-45,Mid-Term,Zero_Bal,Multiple,No,No,Mid,0
Medium,France,Male,30-45,Long-Term,Low_Bal,One,No,No,Mid,0
Medium,Spain,Male,30-45,Mid-Term,Zero_Bal,Multiple,Yes,Yes,Mid,0
Medium,Spain,Female,30-45,New,Zero_Bal,One,Yes,No,Mid,0
Low,France,Female,46-60,Long-Term,High_Bal,One,Yes,Yes,Mid,0
Medium,Spain,Female,30-45,Long-Term,Low_Bal,Multiple,Yes,Yes,Low,0
Medium,France,Male,<30,Mid-Term,High_Bal,One,Yes,Yes,Mid,0
Medium,Germany,Female,30-45,New,Low_Bal,Multiple,Yes,Yes,High,0
Low,Spain,Male,<30,Mid-Term,Zero_Bal,Multiple,No,No,Low,0
Medium,Spain,Female,30-45,Long-Term,Low_Bal,Multiple,Yes,No,Low,0
Medium,France,Male,30-45,Mid-Term,High_Bal,One,Yes,Yes,High,0
Medium,France,Male,30-45,Mid-Term,Low_Bal,One,Yes,No,High,1
High,France,Male,<30,New,Zero_Bal,Multiple,Yes,No,Low,0
High,France,Female,30-45,New,Zero_Bal,Multiple,No,No,Low,0
Low,Spain,Female,<30,New,Low_Bal,One,No,Yes,Low,0
Low,France,Male,30-45,New,Zero_Bal,Multiple,No,Yes,Mid,0
Low,France,Female,<30,Long-Term,Zero_Bal,Multiple,Yes,Yes,High,0
High,France,Female,30-45,Long-Term,Zero_Bal,Multiple,No,No,Low,0
Low,France,Male,60+,Long-Term,Low_Bal,One,Yes,Yes,Low,0
Low,Germany,Female,<30,New,Low_Bal,Multiple,No,No,High,1
Medium,Germany,Male,30-45,New,Low_Bal,Multiple,Yes,No,Low,0
High,Spain,Female,30-45,Mid-Term,Zero_Bal,One,Yes,No,Mid,0
Medium,Spain,Female,30-45,Mid-Term,Zero_Bal,One,Yes,Yes,Low,1
High,Spain,Female,30-45,Long-Term,Low_Bal,One,Yes,Yes,Mid,0
Medium,Spain,Female,30-45,Mid-Term,High_Bal,One,Yes,No,Mid,1
Low,Germany,Female,30-45,Long-Term,Low_Bal,One,Yes,No,Low,1
Medium,France,Male,<30,Mid-Term,High_Bal,One,Yes,Yes,Low,0
Low,France,Male,30-45,Long-Term,High_Bal,One,No,Yes,Mid,0
Medium,Spain,Male,<30,Mid-Term,Zero_Bal,Multiple,Yes,Yes,Mid,0
Medium,Germany,Female,30-45,Long-Term,Low_Bal,One,Yes,No,Mid,0
Low,Germany,Female,60+,New,High_Bal,One,Yes,Yes,Mid,0
Medium,France,Female,<30,Long-Term,Zero_Bal,Multiple,No,No,High,0
Medium,Germany,Female,30-45,New,High_Bal,One,Yes,No,High,0
Medium,Spain,Female,30-45,New,High_Bal,Multiple,Yes,Yes,Mid,0
Medium,Spain,Male,60+,New,High_Bal,One,Yes,Yes,Mid,1
Medium,France,Female,<30,Long-Term,Zero_Bal,Multiple,Yes,No,High,0
Low,France,Male,30-45,New,Low_Bal,One,No,Yes,Low,0
High,Spain,Male,30-45,Long-Term,Zero_Bal,One,Yes,No,Low,1
Low,France,Female,46-60,New,Zero_Bal,One,Yes,No,Mid,1
Medium,Spain,Male,60+,Mid-Term,Low_Bal,One,Yes,Yes,Low,0
Low,France,Female,<30,Mid-Term,Zero_Bal,Multiple,Yes,No,Mid,0
Medium,France,Female,30-45,Long-Term,Zero_Bal,Multiple,No,Yes,Mid,0
High,France,Female,30-45,New,Zero_Bal,Multiple,Yes,No,Low,0
Medium,Spain,Male,60+,Mid-Term,High_Bal,One,No,Yes,Mid,1
Low,France,Male,30-45,Long-Term,Low_Bal,Multiple,Yes,No,Mid,0
Medium,Spain,Male,46-60,Long-Term,High_Bal,One,Yes,Yes,Mid,1
Medium,France,Female,30-45,Long-Term,Zero_Bal,Multiple,Yes,Yes,Low,0
Medium,France,Male,30-45,Long-Term,Zero_Bal,One,No,Yes,Mid,1
Medium,Germany,Male,30-45,Long-Term,High_Bal,Multiple,No,Yes,High,0
Low,France,Male,30-45,Long-Term,Zero_Bal,Multiple,Yes,No,Mid,0
High,France,Female,60+,Mid-Term,Zero_Bal,Multiple,No,Yes,Mid,0
Medium,France,Male,<30,Mid-Term,Zero_Bal,Multiple,Yes,No,High,0
Medium,Spain,Male,30-45,Mid-Term,High_Bal,Multiple,No,No,Low,0
Low,Spain,Male,<30,Long-Term,Zero_Bal,Multiple,No,No,High,0
High,France,Female,<30,New,Low_Bal,One,Yes,Yes,Low,0
High,France,Female,<30,Mid-Term,Zero_Bal,Multiple,No,Yes,Low,0
Medium,Germany,Male,30-45,Long-Term,Low_Bal,One,Yes,No,Mid,0
Medium,France,Male,30-45,Long-Term,Zero_Bal,Multiple,Yes,No,Mid,0
High,Germany,Female,30-45,Mid-Term,Low_Bal,Multiple,Yes,No,Mid,0
High,Germany,Female,30-45,Mid-Term,High_Bal,One,No,No,Mid,1
Low,Spain,Female,30-45,New,Low_Bal,One,Yes,Yes,Mid,0
Medium,Spain,Male,<30,Long-Term,Zero_Bal,Multiple,Yes,No,Low,0
Medium,France,Female,60+,New,Low_Bal,One,Yes,No,Mid,1
High,France,Female,<30,New,Low_Bal,One,No,No,Low,0
Medium,Spain,Female,46-60,New,Low_Bal,One,No,Yes,Low,1
Medium,Spain,Female,46-60,Mid-Term,Low_Bal,One,No,No,High,1
Low,Germany,Female,30-45,Mid-Term,High_Bal,Multiple,No,Yes,Mid,0
Low,Germany,Male,<30,Mid-Term,Low_Bal,Multiple,Yes,No,Mid,0
High,Spain,Female,46-60,Mid-Term,High_Bal,One,Yes,Yes,Mid,0
Low,Spain,Female,30-45,Mid-Term,Zero_Bal,Multiple,Yes,No,Mid,0
High,Spain,Male,30-45,Mid-Term,High_Bal,One,Yes,No,Mid,0
Low,France,Female,30-45,Mid-Term,Zero_Bal,Multiple,Yes,No,Mid,0
Medium,France,Female,30-45,Mid-Term,Low_Bal,One,No,Yes,Low,0
Medium,France,Female,30-45,Mid-Term,High_Bal,One,No,Yes,Low,0
High,France,Male,46-60,Long-Term,Low_Bal,Multiple,Yes,Yes,Mid,0
Medium,France,Male,30-45,Long-Term,Zero_Bal,Multiple,No,Yes,Low,0
Low,France,Male,30-45,Mid-Term,Zero_Bal,Multiple,No,No,High,0
Medium,Spain,Female,60+,Long-Term,Zero_Bal,Multiple,Yes,Yes,Mid,0
Medium,France,Male,30-45,Mid-Term,High_Bal,One,Yes,Yes,Mid,0
Low,France,Male,30-45,New,Zero_Bal,Multiple,Yes,Yes,High,1
Medium,Germany,Female,46-60,Mid-Term,High_Bal,One,Yes,No,Mid,1
Medium,France,Male,30-45,Long-Term,Zero_Bal,Multiple,Yes,No,Mid,0
Low,France,Female,30-45,Long-Term,Low_Bal,One,Yes,No,Low,0
High,Germany,Female,30-45,Mid-Term,Low_Bal,One,Yes,No,Mid,1
Medium,Germany,Male,30-45,Mid-Term,High_Bal,Multiple,Yes,Yes,Mid,0
Medium,Spain,Female,46-60,Long-Term,Low_Bal,One,Yes,Yes,Low,0
High,France,Male,<30,Long-Term,Zero_Bal,Multiple,No,Yes,Mid,0
Medium,France,Female,46-60,New,Zero_Bal,Multiple,Yes,Yes,Mid,0
Medium,France,Female,30-45,Long-Term,Zero_Bal,One,Yes,No,Low,0
High,France,Male,30-45,Mid-Term,High_Bal,Multiple,No,No,Mid,0
Medium,France,Female,30-45,New,Low_Bal,One,Yes,Yes,Mid,0
Medium,Germany,Male,30-45,Long-Term,Low_Bal,One,Yes,No,High,1
Low,France,Male,46-60,Long-Term,Zero_Bal,Multiple,No,Yes,Low,0
Low,France,Female,30-45,Long-Term,Zero_Bal,Multiple,Yes,Yes,Low,0
High,France,Male,30-45,Long-Term,Zero_Bal,Multiple,No,Yes,Mid,0
Medium,Germany,Male,30-45,New,Low_Bal,Multiple,No,Yes,High,0
Medium,France,Female,30-45,Mid-Term,High_Bal,One,No,Yes,High,0
Medium,France,Female,30-45,Long-Term,Zero_Bal,Multiple,Yes,No,High,0
Medium,France,Male,<30,New,High_Bal,One,No,No,Low,0
Low,Spain,Male,46-60,Mid-Term,Low_Bal,One,Yes,Yes,Mid,0
Medium,Germany,Male,46-60,Mid-Term,Low_Bal,Multiple,Yes,No,High,1
Medium,France,Male,30-45,New,Zero_Bal,Multiple,No,No,Mid,0
Medium,France,Female,<30,Mid-Term,Zero_Bal,Multiple,Yes,Yes,Low,0
Medium,Spain,Male,30-45,Mid-Term,Low_Bal,One,Yes,Yes,Mid,0
Low,France,Female,30-45,New,Low_Bal,One,No,No,Mid,0
Medium,Spain,Female,46-60,Long-Term,High_Bal,One,Yes,No,Low,0
Low,Germany,Male,30-45,Long-Term,High_Bal,One,No,No,Mid,1
Medium,France,Male,30-45,Long-Term,Zero_Bal,Multiple,Yes,Yes,Mid,0
Low,France,Male,30-45,Long-Term,Low_Bal,One,Yes,Yes,Low,0
Low,France,Female,<30,Mid-Term,Zero_Bal,Multiple,Yes,Yes,Mid,0
Medium,France,Male,30-45,Long-Term,High_Bal,One,Yes,Yes,Mid,1
Low,Spain,Male,30-45,Long-Term,Zero_Bal,Multiple,Yes,Yes,Low,0
High,France,Female,<30,Long-Term,High_Bal,One,Yes,No,High,1
High,France,Male,46-60,Long-Term,Low_Bal,One,Yes,Yes,Mid,0
Medium,Spain,Female,30-45,Mid-Term,Zero_Bal,Multiple,No,Yes,Mid,0
Low,France,Male,30-45,New,Zero_Bal,Multiple,No,No,Mid,0
Medium,Germany,Female,30-45,New,Low_Bal,Multiple,Yes,Yes,Low,0
Medium,France,Male,30-45,Long-Term,Low_Bal,One,Yes,No,High,0
Medium,France,Female,30-45,New,Low_Bal,One,Yes,Yes,High,0
Medium,Germany,Female,30-45,Long-Term,Low_Bal,One,Yes,No,Mid,0
Medium,France,Male,30-45,Long-Term,Low_Bal,One,No,Yes,Mid,0
High,France,Male,60+,New,Zero_Bal,One,No,Yes,Mid,1
Medium,Spain,Male,30-45,New,Low_Bal,One,No,No,High,0
High,Spain,Female,30-45,New,High_Bal,One,Yes,Yes,High,0
Medium,Spain,Male,30-45,New,Zero_Bal,Multiple,Yes,Yes,Low,0
High,Spain,Female,30-45,Long-Term,High_Bal,One,Yes,Yes,High,0
Low,Spain,Male,30-45,Long-Term,Low_Bal,One,No,Yes,Mid,0
Medium,France,Female,30-45,Long-Term,Low_Bal,One,No,No,Low,0
High,France,Female,<30,Long-Term,Zero_Bal,Multiple,No,No,Mid,0
High,Germany,Male,30-45,Long-Term,High_Bal,Multiple,Yes,No,Mid,1
Medium,France,Male,30-45,Mid-Term,High_Bal,One,Yes,Yes,High,0
High,Spain,Female,30-45,New,Zero_Bal,Multiple,Yes,Yes,Low,0
High,Spain,Female,30-45,Mid-Term,Zero_Bal,Multiple,No,No,Mid,0
Medium,Germany,Female,30-45,Long-Term,Low_Bal,Multiple,Yes,Yes,High,0
Medium,France,Male,46-60,Long-Term,Low_Bal,One,Yes,Yes,Mid,0
Medium,Germany,Male,<30,Long-Term,Low_Bal,Multiple,Yes,Yes,Low,0
Medium,France,Male,30-45,New,High_Bal,Multiple,Yes,Yes,Mid,0
Medium,Germany,Female,30-45,Mid-Term,Low_Bal,Multiple,No,No,Low,1
Medium,Germany,Female,30-45,Long-Term,Low_Bal,Multiple,No,Yes,High,0
Low,Spain,Male,<30,Long-Term,Low_Bal,One,Yes,No,High,0
Medium,France,Female,30-45,New,Zero_Bal,Multiple,Yes,Yes,Mid,0
High,Germany,Male,30-45,Mid-Term,Low_Bal,One,Yes,Yes,Mid,0
High,France,Female,30-45,Mid-Term,Zero_Bal,Multiple,Yes,Yes,High,0
High,France,Female,30-45,New,High_Bal,One,Yes,Yes,Mid,0
Low,France,Male,30-45,New,High_Bal,Multiple,Yes,Yes,Low,0
Low,France,Male,30-45,Mid-Term,High_Bal,One,Yes,Yes,Mid,0
Low,France,Female,30-45,New,Zero_Bal,Multiple,No,No,Low,0
Medium,France,Male,30-45,New,High_Bal,One,No,Yes,Low,0
Low,France,Female,<30,New,Zero_Bal,One,Yes,No,Low,0
Medium,France,Male,46-60,Long-Term,Low_Bal,One,Yes,No,High,0
Medium,Spain,Male,30-45,New,Low_Bal,One,No,Yes,Mid,0
Medium,France,Male,30-45,Long-Term,Low_Bal,One,Yes,No,High,0
Low,Spain,Female,30-45,Long-Term,Low_Bal,One,No,No,Low,0
Medium,Germany,Male,30-45,New,Low_Bal,Multiple,Yes,No,Mid,0
Medium,France,Female,46-60,Long-Term,High_Bal,One,Yes,No,Low,0
Medium,Germany,Female,30-45,Long-Term,High_Bal,One,Yes,No,Low,1
Medium,Spain,Male,60+,Long-Term,High_Bal,One,Yes,Yes,Mid,0
Low,France,Female,30-45,New,Zero_Bal,Multiple,Yes,No,Mid,0
Medium,Spain,Male,30-45,New,Low_Bal,One,Yes,Yes,Mid,1
Medium,Germany,Female,30-45,Long-Term,High_Bal,One,Yes,No,Mid,0
Medium,Germany,Male,30-45,Mid-Term,Low_Bal,One,No,No,High,0
Medium,Spain,Female,30-45,Long-Term,Zero_Bal,Multiple,No,Yes,Mid,0
Medium,France,Male,60+,Long-Term,Zero_Bal,Multiple,Yes,Yes,Mid,0
Medium,France,Male,<30,New,Zero_Bal,Multiple,Yes,Yes,Low,0
High,France,Male,46-60,Mid-Term,Zero_Bal,Multiple,No,Yes,Mid,0
Medium,France,Male,30-45,Mid-Term,Zero_Bal,Multiple,No,No,Mid,0
High,Germany,Male,<30,Mid-Term,Low_Bal,Multiple,Yes,No,Low,0
Medium,France,Female,30-45,Long-Term,Zero_Bal,Multiple,No,No,High,1
Medium,Germany,Female,46-60,New,Low_Bal,One,Yes,No,Low,1
Low,Spain,Male,<30,Long-Term,Zero_Bal,Multiple,Yes,No,Low,0
High,Germany,Female,30-45,Mid-Term,Low_Bal,Multiple,No,Yes,High,1
Low,France,Male,30-45,Mid-Term,Zero_Bal,One,Yes,No,Mid,0
High,Spain,Female,30-45,Long-Term,Zero_Bal,Multiple,Yes,No,Low,0
Medium,France,Male,46-60,Mid-Term,Zero_Bal,Multiple,Yes,Yes,Mid,0
Medium,France,Male,30-45,Long-Term,Zero_Bal,Multiple,Yes,No,Mid,0
Low,Spain,Female,30-45,Mid-Term,Zero_Bal,Multiple,Yes,Yes,High,0
Medium,France,Male,30-45,Long-Term,Zero_Bal,Multiple,No,No,Mid,0
High,Spain,Male,46-60,New,High_Bal,One,No,Yes,Low,0
Medium,France,Female,30-45,New,Zero_Bal,One,Yes,Yes,High,1
Medium,France,Male,30-45,Long-Term,Low_Bal,One,Yes,Yes,Mid,0
Low,Spain,Female,46-60,New,Zero_Bal,One,No,Yes,High,1
Low,France,Male,30-45,Long-Term,Zero_Bal,Multiple,Yes,No,Low,0
Low,Spain,Male,30-45,New,Zero_Bal,Multiple,No,No,Mid,0
Medium,Germany,Female,30-45,Mid-Term,Low_Bal,Multiple,Yes,No,High,1
Low,Spain,Female,30-45,New,Low_Bal,One,Yes,Yes,Mid,0
Medium,Spain,Male,46-60,New,Low_Bal,One,Yes,Yes,Mid,0
Medium,France,Female,30-45,Long-Term,Low_Bal,Multiple,Yes,No,High,0
Medium,France,Male,46-60,New,Low_Bal,One,Yes,No,Mid,1
High,France,Male,30-45,Mid-Term,Zero_Bal,One,Yes,Yes,High,0
Low,Spain,Female,30-45,Long-Term,Zero_Bal,Multiple,No,No,Mid,0
Low,Spain,Female,30-45,Mid-Term,High_Bal,One,No,Yes,Mid,0
High,France,Male,30-45,New,High_Bal,One,No,Yes,Mid,0
Low,France,Male,30-45,Mid-Term,Zero_Bal,Multiple,Yes,No,High,0
Medium,Germany,Female,30-45,New,High_Bal,Multiple,Yes,Yes,Mid,0
High,Germany,Female,30-45,Mid-Term,Low_Bal,Multiple,No,Yes,High,0
Low,France,Male,30-45,New,Low_Bal,One,No,Yes,Mid,0
Medium,Germany,Male,60+,Long-Term,Low_Bal,One,No,Yes,Low,0
Medium,Germany,Female,30-45,Mid-Term,Low_Bal,Multiple,Yes,Yes,Mid,0
Low,France,Male,<30,Mid-Term,Zero_Bal,One,Yes,Yes,Mid,0
High,Germany,Male,30-45,Mid-Term,Low_Bal,One,No,No,Mid,0
Medium,Germany,Female,46-60,Long-Term,Low_Bal,Multiple,Yes,No,High,1
Medium,Spain,Male,30-45,New,Zero_Bal,Multiple,Yes,No,Mid,0
High,Germany,Female,46-60,Long-Term,High_Bal,One,Yes,No,Mid,1
Medium,Spain,Male,30-45,New,Zero_Bal,Multiple,Yes,Yes,Mid,1
Medium,Spain,Female,60+,Long-Term,Low_Bal,One,Yes,Yes,Low,1
Low,Germany,Female,<30,New,Low_Bal,Multiple,Yes,Yes,Mid,0
Medium,Spain,Male,30-45,Long-Term,Zero_Bal,Multiple,Yes,Yes,Low,0
Medium,Spain,Female,30-45,Long-Term,Zero_Bal,Multiple,Yes,No,Mid,0
Low,France,Male,30-45,Long-Term,High_Bal,One,Yes,No,Mid,0
Medium,Germany,Male,30-45,Mid-Term,High_Bal,Multiple,Yes,Yes,Mid,0
Medium,France,Female,<30,Long-Term,High_Bal,One,Yes,Yes,High,1
Medium,France,Male,<30,Mid-Term,High_Bal,One,No,Yes,Low,0
Medium,Germany,Female,46-60,Long-Term,Low_Bal,One,Yes,No,Mid,1
High,France,Male,30-45,New,Zero_Bal,Multiple,Yes,No,High,1
Medium,Spain,Male,30-45,Mid-Term,High_Bal,One,Yes,Yes,Low,0
Medium,Germany,Female,<30,Long-Term,Low_Bal,Multiple,Yes,Yes,Low,0
High,France,Female,30-45,Mid-Term,Low_Bal,One,Yes,No,Low,0
Medium,Spain,Male,46-60,New,Low_Bal,One,No,No,Mid,1
Medium,Germany,Male,30-45,New,High_Bal,Multiple,Yes,Yes,Mid,0
Medium,Spain,Male,60+,Mid-Term,Zero_Bal,Multiple,Yes,Yes,High,0
Medium,France,Female,46-60,New,Zero_Bal,One,Yes,No,Mid,1
Medium,Spain,Female,30-45,Long-Term,Low_Bal,One,No,Yes,Mid,0
Medium,France,Male,<30,Mid-Term,Low_Bal,Multiple,Yes,Yes,Mid,0
Medium,France,Male,<30,Mid-Term,Zero_Bal,Multiple,Yes,Yes,Low,0
Low,Germany,Male,30-45,Long-Term,Low_Bal,One,No,Yes,Mid,0
Low,Spain,Male,<30,New,Zero_Bal,Multiple,Yes,No,Mid,0
Low,France,Female,30-45,Mid-Term,Zero_Bal,One,No,No,High,1
High,Germany,Male,30-45,New,High_Bal,Multiple,Yes,Yes,Low,0
Medium,France,Male,46-60,New,Zero_Bal,One,No,No,Mid,0
Medium,Germany,Female,<30,Mid-Term,High_Bal,One,Yes,Yes,Mid,0
Low,Spain,Male,30-45,New,Zero_Bal,Multiple,No,Yes,High,0
Low,Spain,Male,<30,New,Low_Bal,One,No,Yes,Mid,0
Medium,Germany,Male,30-45,Mid-Term,Low_Bal,Multiple,Yes,No,Mid,1
Low,France,Female,30-45,Mid-Term,Zero_Bal,Multiple,Yes,Yes,Mid,0
Low,France,Male,46-60,New,Low_Bal,One,Yes,No,Mid,1
Low,Spain,Male,30-45,Mid-Term,Zero_Bal,Multiple,Yes,No,High,0
Medium,France,Female,46-60,Long-Term,Zero_Bal,One,Yes,No,Low,1
Low,France,Female,30-45,Long-Term,High_Bal,One,Yes,No,Mid,1
High,Spain,Male,30-45,Long-Term,Zero_Bal,One,No,Yes,Mid,0
Low,France,Female,30-45,Mid-Term,High_Bal,Multiple,Yes,No,Low,0
Low,France,Male,46-60,New,Low_Bal,One,Yes,Yes,High,0
Medium,France,Male,30-45,Mid-Term,Zero_Bal,Multiple,Yes,Yes,Mid,0
High,France,Male,30-45,New,Low_Bal,One,No,No,High,0
High,France,Female,30-45,Long-Term,Zero_Bal,Multiple,No,No,High,0
Medium,France,Male,30-45,Mid-Term,Zero_Bal,One,Yes,No,Mid,0
High,France,Female,46-60,Long-Term,High_Bal,Multiple,No,Yes,High,1
Medium,Germany,Male,60+,New,High_Bal,Multiple,Yes,Yes,Mid,0
Medium,France,Male,46-60,Mid-Term,Zero_Bal,One,Yes,Yes,Mid,0
Low,Germany,Male,30-45,New,Low_Bal,One,No,Yes,High,0
Medium,France,Male,30-45,New,Low_Bal,One,Yes,No,Low,0
Low,France,Female,30-45,New,High_Bal,One,No,No,Low,1
Medium,Spain,Male,<30,Long-Term,Zero_Bal,Multiple,No,Yes,High,0
Medium,France,Female,30-45,Long-Term,Zero_Bal,One,Yes,No,Mid,1
Medium,France,Male,<30,New,Zero_Bal,Multiple,Yes,Yes,Mid,0
Low,France,Female,30-45,Mid-Term,High_Bal,Multiple,Yes,Yes,Mid,0
Medium,France,Male,30-45,New,Low_Bal,One,Yes,No,High,0
Low,France,Male,<30,Mid-Term,Zero_Bal,Multiple,No,No,High,0
Medium,Germany,Male,30-45,Long-Term,Low_Bal,One,Yes,Yes,Mid,0
Medium,France,Male,30-45,Mid-Term,Low_Bal,Multiple,Yes,Yes,High,0
Low,France,Male,<30,New,Low_Bal,Multiple,Yes,Yes,High,0
High,Spain,Male,30-45,New,High_Bal,Multiple,No,Yes,High,0
High,France,Male,46-60,Long-Term,High_Bal,One,No,Yes,Low,1
Low,France,Female,30-45,New,Low_Bal,One,Yes,Yes,Low,0
Low,Germany,Male,30-45,Long-Term,High_Bal,Multiple,Yes,Yes,Low,0
Medium,France,Female,<30,New,Low_Bal,Multiple,Yes,Yes,Mid,0
Medium,Germany,Male,30-45,Mid-Term,Low_Bal,One,No,Yes,High,0
Medium,Germany,Female,30-45,New,High_Bal,One,Yes,No,Mid,1
Low,France,Female,46-60,New,High_Bal,One,Yes,Yes,Mid,1
High,France,Female,30-45,New,Low_Bal,Multiple,No,Yes,High,0
Low,France,Male,30-45,Mid-Term,High_Bal,One,Yes,No,Low,0
Medium,France,Female,30-45,New,Zero_Bal,Multiple,Yes,No,Mid,0
Medium,Germany,Male,30-45,New,Low_Bal,One,Yes,No,Mid,0
Medium,Spain,Female,46-60,Long-Term,High_Bal,One,No,Yes,Mid,0
Low,France,Male,30-45,New,High_Bal,Multiple,Yes,No,Mid,0
High,Germany,Male,30-45,Long-Term,High_Bal,Multiple,Yes,No,High,0
High,Spain,Male,30-45,New,High_Bal,One,Yes,No,Mid,0
High,France,Male,<30,New,Low_Bal,One,Yes,No,High,0
Medium,France,Male,30-45,New,Low_Bal,One,Yes,No,High,0
Medium,France,Female,<30,New,Zero_Bal,Multiple,No,No,Mid,0
Low,France,Female,<30,Mid-Term,Zero_Bal,Multiple,Yes,No,High,0
Medium,France,Male,30-45,New,Zero_Bal,One,No,No,Mid,0
Medium,France,Male,30-45,Long-Term,Zero_Bal,Multiple,Yes,No,Low,0
Low,France,Female,<30,Mid-Term,High_Bal,One,Yes,Yes,Mid,1
Medium,Germany,Male,30-45,Mid-Term,High_Bal,Multiple,Yes,No,High,1
Low,France,Female,30-45,Mid-Term,Zero_Bal,Multiple,Yes,No,Mid,0
High,France,Male,30-45,Mid-Term,Low_Bal,One,No,No,Mid,0
Low,Spain,Male,60+,Long-Term,High_Bal,Multiple,Yes,Yes,High,0
High,Spain,Female,46-60,Long-Term,Low_Bal,One,Yes,No,Mid,1
Medium,France,Female,30-45,Mid-Term,Zero_Bal,Multiple,Yes,Yes,Mid,0
Low,France,Female,30-45,Mid-Term,Zero_Bal,One,Yes,Yes,Low,0
High,France,Male,30-45,Mid-Term,Zero_Bal,Multiple,Yes,Yes,Low,0
Medium,France,Female,30-45,Mid-Term,Low_Bal,One,No,No,High,0
Medium,Spain,Male,30-45,New,Zero_Bal,One,Yes,Yes,High,0
High,Germany,Male,<30,Long-Term,Low_Bal,Multiple,No,Yes,Mid,0
Medium,France,Male,46-60,Long-Term,High_Bal,Multiple,Yes,No,High,1
Medium,Spain,Female,30-45,New,Zero_Bal,Multiple,No,No,High,0
Medium,France,Female,30-45,New,Zero_Bal,One,Yes,No,Mid,0
Medium,Germany,Male,<30,New,Low_Bal,One,No,Yes,Mid,0
Medium,Spain,Male,46-60,Long-Term,Zero_Bal,Multiple,Yes,No,High,0
Medium,France,Male,30-45,Mid-Term,Zero_Bal,Multiple,No,Yes,Low,0
Low,Spain,Male,46-60,Long-Term,Zero_Bal,One,Yes,Yes,High,0
Low,France,Female,30-45,New,Low_Bal,Multiple,Yes,No,Mid,1
High,France,Female,46-60,Long-Term,Zero_Bal,One,Yes,No,Mid,1
High,France,Female,30-45,New,Low_Bal,Multiple,No,Yes,High,0
Medium,Germany,Female,30-45,Long-Term,Low_Bal,One,No,Yes,Low,0
Medium,France,Female,46-60,Long-Term,Zero_Bal,Multiple,Yes,No,Low,1
Low,Germany,Female,30-45,New,High_Bal,One,No,No,Mid,1
Low,Germany,Female,30-45,Long-Term,High_Bal,One,Yes,Yes,Mid,0
Medium,France,Male,30-45,New,Zero_Bal,Multiple,Yes,Yes,High,0
High,France,Female,30-45,Mid-Term,Zero_Bal,Multiple,No,Yes,High,0
Medium,Germany,Female,46-60,Long-Term,High_Bal,One,Yes,No,Low,1
Low,France,Female,46-60,New,High_Bal,One,Yes,Yes,Low,0
Low,France,Male,30-45,Mid-Term,High_Bal,One,Yes,No,High,1
High,France,Male,30-45,Long-Term,Low_Bal,One,No,No,Mid,0
Low,Spain,Male,30-45,New,Zero_Bal,Multiple,No,No,Mid,0
Medium,Spain,Female,<30,Long-Term,Low_Bal,One,Yes,Yes,High,1
High,Spain,Female,30-45,Long-Term,Zero_Bal,Multiple,No,No,Mid,0
High,Spain,Male,30-45,Long-Term,Low_Bal,One,No,Yes,High,0
High,Germany,Male,30-45,Mid-Term,High_Bal,Multiple,Yes,Yes,Low,0
High,France,Female,30-45,Mid-Term,Zero_Bal,Multiple,Yes,Yes,High,1
Medium,France,Female,30-45,New,Low_Bal,Multiple,Yes,No,Mid,0
Low,Germany,Male,46-60,New,Low_Bal,One,Yes,No,Mid,1
Medium,France,Female,46-60,Long-Term,Zero_Bal,Multiple,Yes,Yes,Low,0
Medium,Germany,Male,30-45,Mid-Term,Low_Bal,One,No,Yes,High,0
Medium,France,Female,30-45,New,Zero_Bal,Multiple,No,Yes,High,0
Medium,France,Male,30-45,Long-Term,Zero_Bal,Multiple,Yes,No,Mid,0
Medium,France,Female,30-45,Long-Term,High_Bal,One,Yes,Yes,High,0
